Accident_Index,longitude,latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Date
168,78.54850974,14.79034087,1,3,2,1,3,19:25,12,E09000020,4,302,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01002900,43209.00
169,78.63803175,14.68938755,1,3,2,1,1,19:06,12,E09000020,3,3220,6,30,3,2,5,0,0,0,1,1,1,0,0,1,1,E01002869,43200.00
170,78.52925268,14.75885863,1,3,2,1,4,07:50,12,E09000020,6,0,2,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002871,43210.00
171,78.63898644,14.68728438,1,2,1,1,7,20:42,12,E09000020,3,315,6,30,3,2,5,0,0,5,4,1,1,0,0,1,1,E01002816,43206.00
172,78.50523158,14.76601943,1,3,3,1,1,13:30,12,E09000020,3,3220,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,3,E01002850,43207.00
173,78.54525948,14.80095176,1,3,2,1,7,21:00,12,E09000020,3,3218,6,30,3,2,3,3220,0,0,4,1,1,0,0,1,1,E01002894,43206.00
174,78.5584442,14.70478832,1,3,1,1,7,17:35,12,E09000020,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002886,43206.00
175,78.62508454,14.66933649,1,2,2,1,7,17:30,12,E09000020,4,450,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01002852,43206.00
176,78.63903383,14.70006203,1,3,2,1,4,14:40,12,E09000020,3,4,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002814,43210.00
177,78.46785122,14.65660403,1,3,3,1,1,00:21,12,E09000020,3,3220,6,30,3,4,3,3220,0,1,4,1,1,0,0,1,1,E01002841,43207.00
178,78.52094189,14.76581159,1,3,2,1,7,00:55,12,E09000020,4,450,6,30,3,4,6,0,0,1,4,1,1,0,0,1,1,E01002905,43213.00
179,78.49043054,14.65876791,1,3,2,1,6,20:30,12,E09000020,3,3216,2,30,3,4,6,0,0,0,1,1,1,0,0,1,3,E01002818,43212.00
180,78.54514131,14.79778304,1,3,2,1,4,08:44,12,E09000020,3,308,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01002910,43210.00
181,78.58729119,14.69783034,1,3,2,1,2,08:45,12,E09000020,3,3212,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01002900,43215.00
182,78.52268708,14.79755994,1,3,2,1,1,17:45,12,E09000020,3,402,3,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01002873,43214.00
183,78.49527903,14.70743115,1,3,2,1,2,19:10,12,E09000020,3,3214,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01002902,43215.00
184,78.55500885,14.72667968,1,3,1,1,7,21:20,12,E09000020,3,315,3,30,3,4,5,0,0,0,4,1,1,0,0,1,1,E01002865,43213.00
185,78.54323638,14.78592584,1,3,2,1,7,13:45,12,E09000020,3,4,3,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01002819,43213.00
186,78.56939416,14.70715153,1,3,2,1,7,17:45,12,E09000020,3,315,6,30,3,4,6,0,0,0,1,1,1,0,0,1,3,E01002889,43206.00
187,78.56145892,14.66703382,1,3,1,1,5,12:45,12,E09000020,5,0,3,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01002858,43218.00
188,78.58477415,14.7347871,1,3,2,1,2,17:24,12,E09000020,3,402,3,30,3,2,3,4206,0,0,1,1,1,0,0,1,1,E01002827,43222.00
189,78.51221227,14.80488103,1,3,1,1,2,18:40,1,E09000033,3,4,3,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01002818,43222.00
190,78.51971959,14.68383777,1,3,2,1,6,08:39,12,E09000020,3,4,3,30,3,4,3,4,0,4,1,1,1,0,0,1,1,E01002819,43219.00
191,78.59785657,14.79015961,1,3,2,1,2,14:00,12,E09000020,3,3220,3,30,6,2,3,3217,0,0,1,1,1,0,0,1,1,E01002913,43215.00
192,78.47933433,14.71668444,1,3,2,1,4,05:23,12,E09000020,3,3212,6,30,6,2,3,3220,0,0,4,1,1,0,0,1,1,E01002840,43224.00
193,78.56026501,14.7992987,1,3,1,1,6,13:48,12,E09000020,4,316,6,30,3,2,3,315,0,5,1,1,1,0,0,1,1,E01002817,43219.00
194,78.52194701,14.67553021,1,3,2,1,4,16:10,12,E09000020,5,0,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01002835,43224.00
195,78.46803998,14.68550389,1,3,2,1,5,18:45,12,E09000020,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002841,43225.00
196,78.56210707,14.69976021,1,3,2,1,5,13:00,12,E09000020,3,3220,6,30,6,2,3,3212,0,0,1,1,1,0,0,1,1,E01002840,43225.00
197,78.63858789,14.80432387,1,3,2,1,4,18:05,12,E09000020,3,308,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002912,43224.00
198,78.59083118,14.67949361,1,2,1,1,5,21:14,12,E09000020,5,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002821,43225.00
199,78.61180959,14.76776344,1,3,2,1,6,16:20,12,E09000020,3,4,6,30,3,4,3,3218,0,0,1,1,1,0,0,1,1,E01002821,43226.00
200,78.47324674,14.66436759,1,3,1,1,3,16:30,12,E09000020,3,315,3,30,6,2,3,3220,0,5,1,1,1,0,0,1,2,E01002814,43216.00
201,78.51099805,14.66207149,1,3,3,1,6,12:11,12,E09000020,3,402,3,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01002871,43226.00
202,78.49568104,14.75084927,1,2,2,1,3,17:18,12,E09000020,5,0,6,30,7,4,6,0,0,0,1,1,1,0,0,1,1,E01002835,43216.00
203,78.56307436,14.70427349,1,3,2,1,7,13:00,12,E09000020,3,3220,6,30,6,2,3,4,0,5,1,1,1,0,0,1,2,E01002815,43227.00
204,78.50749072,14.73600151,1,3,2,1,5,23:00,11,E09000013,3,4,6,30,0,-1,-1,0,0,0,4,1,1,4,0,1,2,E01001914,43225.00
205,78.51133428,14.68102881,1,3,2,1,1,13:28,12,E09000020,4,450,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01002874,43221.00
206,78.53175096,14.7618112,1,3,2,1,5,17:44,12,E09000020,4,314,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002814,43232.00
207,78.4699991,14.66823316,1,3,1,1,7,16:41,12,E09000020,3,4,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002818,43227.00
208,78.58997564,14.74481977,1,3,2,1,5,16:38,12,E09000020,3,3212,3,30,6,2,3,3220,0,0,1,1,1,0,0,1,1,E01002840,43232.00
209,78.52515075,14.75371748,1,2,3,1,1,19:15,12,E09000020,3,3217,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002845,43228.00
210,78.49933886,14.70154968,1,3,3,1,7,18:40,12,E09000020,5,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01002865,43227.00
211,78.46902561,14.72458462,1,3,1,1,7,18:55,12,E09000020,3,308,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01002895,43227.00
212,78.55824492,14.66468949,1,3,2,1,5,23:46,12,E09000020,6,0,6,30,6,4,6,0,0,1,4,1,1,0,0,1,1,E01002877,43232.00
213,78.55418383,14.77118443,1,3,2,1,6,11:30,11,E09000013,3,4,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01001911,43233.00
214,78.57290637,14.68586346,1,2,1,1,1,20:23,1,E09000033,3,4,3,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01004689,43228.00
215,78.53876108,14.74219912,1,3,2,1,2,18:26,12,E09000020,3,402,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002828,43229.00
216,78.61986326,14.73015342,1,3,2,2,1,14:15,1,E09000033,3,404,3,30,3,2,4,450,0,5,1,1,1,0,0,1,1,E01002852,43235.00
217,78.50956466,14.74851539,1,3,2,1,5,12:56,12,E09000020,3,3220,2,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002851,43232.00
218,78.49658361,14.77771509,1,3,2,1,2,11:00,12,E09000020,3,3217,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002840,43236.00
219,78.48772909,14.68063512,1,3,1,1,1,03:40,12,E09000020,3,315,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01002889,43221.00
220,78.63242285,14.67347275,1,3,1,1,7,20:10,1,E09000033,3,4,6,30,7,2,3,4,0,5,4,1,1,0,0,1,1,E01004689,43220.00
221,78.59659169,14.67742815,1,3,2,1,5,15:57,12,E09000020,6,0,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,E01002855,43239.00
222,78.48340251,14.77234364,1,3,2,1,4,19:20,12,E09000020,3,3220,2,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01002849,43238.00
223,78.62145242,14.70635319,1,3,1,1,1,01:41,12,E09000020,3,4206,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002884,43235.00
224,78.56335729,14.74545069,1,3,2,1,6,08:45,12,E09000020,3,3220,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002840,43226.00
225,78.51051755,14.73706108,1,3,2,1,7,21:00,12,E09000020,3,3220,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01002869,43241.00
226,78.51911099,14.79872311,1,3,2,1,4,15:15,12,E09000020,3,3216,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01002902,43245.00
227,78.61731038,14.66548537,1,3,2,1,2,20:25,12,E09000020,3,3217,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002859,43243.00
228,78.52154554,14.68690148,1,3,2,1,5,12:51,12,E09000020,3,4,3,30,7,4,3,4,0,0,1,1,1,0,0,1,1,E01002821,43239.00
229,78.57084194,14.72122498,1,3,2,1,4,08:30,12,E09000020,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,2,E01002902,43210.00
230,78.60753191,14.74998795,1,3,1,1,5,16:55,1,E09000033,5,0,6,30,6,2,3,315,0,5,1,2,2,0,0,1,1,E01004692,43239.00
231,78.54316762,14.73574955,1,2,2,1,7,22:39,12,E09000020,3,402,6,30,3,2,5,0,0,0,4,1,1,0,0,1,1,E01002828,43241.00
232,78.5258935,14.80328134,1,3,1,1,4,20:17,12,E09000020,3,4,3,30,0,-1,-1,0,0,8,1,1,1,0,0,1,1,E01002821,43245.00
233,78.52988136,14.78118066,1,3,2,1,5,00:55,12,E09000020,5,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,2,E01002831,43204.00
234,78.59297125,14.75655046,1,3,2,1,3,13:16,12,E09000020,5,0,6,30,6,2,5,0,0,5,1,2,2,0,0,1,1,E01002820,43244.00
235,78.5090037,14.78931699,1,3,2,1,7,12:25,12,E09000020,6,0,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,E01002880,43241.00
236,78.57213853,14.76171002,1,3,2,1,5,12:53,12,E09000020,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002863,43246.00
237,78.49023676,14.77480917,1,3,2,1,5,20:05,12,E09000020,3,3217,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002843,43246.00
238,78.50628714,14.71704441,1,2,1,1,5,19:28,12,E09000020,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002903,43246.00
239,78.55311898,14.68678665,1,3,2,1,7,17:05,12,E09000020,6,0,6,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01002813,43234.00
240,78.49984809,14.76036765,1,3,1,1,3,16:05,12,E09000020,3,3217,2,30,3,2,3,3216,0,5,1,1,1,0,0,1,1,E01002902,43244.00
241,78.54306354,14.79621424,1,3,2,1,6,12:07,12,E09000020,3,3220,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002913,43226.00
242,78.50713341,14.75506939,1,3,1,1,2,09:40,12,E09000020,6,0,6,30,6,2,3,3220,0,5,1,1,1,0,0,1,1,E01002849,43243.00
243,78.53700723,14.73111455,1,3,2,1,5,15:40,12,E09000020,3,402,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01002883,43246.00
244,78.49172454,14.73206479,1,3,2,1,3,08:53,12,E09000020,3,3220,6,30,6,2,3,315,0,5,1,1,1,0,0,1,1,E01002814,43223.00
245,78.61683574,14.71447647,1,3,1,1,3,12:25,12,E09000020,3,3218,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002837,43244.00
246,78.57384031,14.67299047,1,3,2,1,3,19:18,12,E09000020,3,304,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01002897,43251.00
247,78.53690866,14.66367782,1,3,1,1,1,17:20,12,E09000020,3,3216,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002818,43249.00
248,78.49967402,14.68530086,1,3,2,1,6,07:00,12,E09000020,3,4,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01002821,43247.00
249,78.49973569,14.72369516,1,3,2,1,5,16:51,12,E09000020,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002861,43246.00
250,78.48617375,14.80351026,1,3,2,1,4,16:45,12,E09000020,3,4,6,30,8,4,6,0,0,0,1,2,2,0,0,1,1,E01002821,43252.00
251,78.5693854,14.71688689,1,3,2,1,5,16:57,12,E09000020,3,402,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01002883,43253.00
252,78.5114404,14.66381637,1,3,2,2,7,13:19,12,E09000020,3,402,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002868,43248.00
253,78.63823895,14.70077042,1,3,1,1,4,12:30,12,E09000020,3,3217,6,30,3,4,3,3217,0,0,1,1,1,0,0,1,2,E01002902,43245.00
254,78.62302656,14.77154227,1,3,2,1,3,11:00,12,E09000020,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01002859,43258.00
255,78.57208692,14.68758605,1,3,2,2,5,08:50,12,E09000020,3,3220,6,30,6,2,3,3217,0,5,1,1,1,0,0,1,2,E01002845,43253.00
256,78.51878533,14.79802942,1,3,2,1,6,07:50,12,E09000020,3,304,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01002912,43254.00
257,78.50909015,14.78240267,1,3,2,1,4,08:36,12,E09000020,3,3217,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01002902,43245.00
258,78.54811166,14.75619763,1,3,2,1,5,09:02,12,E09000020,3,304,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002912,43246.00
259,78.58016673,14.70005358,1,3,2,1,2,12:30,12,E09000020,3,4,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004689,43257.00
260,78.57654882,14.68743235,1,3,2,1,2,18:00,12,E09000020,5,0,6,30,6,2,3,4,0,5,1,1,1,0,0,1,1,E01002821,43250.00
261,78.62258541,14.71756967,1,2,2,1,5,15:47,12,E09000020,3,4,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002819,43260.00
262,78.54134847,14.76949621,1,3,2,1,3,21:50,12,E09000020,4,450,6,30,6,4,4,412,0,0,4,1,1,0,0,1,1,E01002878,43258.00
263,78.50675512,14.79231236,1,3,1,1,4,12:30,12,E09000020,3,315,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002825,43259.00
264,78.47561149,14.67744995,1,3,3,1,5,10:45,12,E09000020,3,308,3,30,3,2,5,0,0,0,1,1,1,0,0,1,1,E01002821,43260.00
265,78.46669406,14.66280003,1,3,2,1,4,23:19,12,E09000020,3,315,3,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002817,43259.00
266,78.50632146,14.71686804,1,3,2,2,4,18:22,12,E09000020,3,3220,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002896,43259.00
267,78.49209238,14.68786293,1,2,2,1,4,11:30,12,E09000020,3,3220,6,30,3,2,3,3217,0,0,1,1,1,0,0,1,1,E01002913,43245.00
268,78.6282314,14.78187849,1,3,1,1,6,18:00,12,E09000020,4,304,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002844,43261.00
269,78.62495166,14.7360332,1,3,2,1,4,18:50,12,E09000020,3,4,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01002821,43266.00
270,78.63325003,14.66206471,1,3,2,1,7,20:50,12,E09000020,3,3220,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01002841,43255.00
271,78.49548664,14.78413513,1,2,1,1,5,23:26,12,E09000020,4,450,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002831,43253.00
272,78.51916272,14.80101683,1,2,2,1,6,18:36,12,E09000020,4,302,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01002902,43254.00
273,78.61271387,14.78976302,1,2,2,1,5,08:45,12,E09000020,3,3220,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01002840,43260.00
274,78.59020358,14.72741553,1,2,2,1,2,18:40,12,E09000020,4,304,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002844,43257.00
275,78.55210481,14.69242758,1,3,1,1,5,22:10,12,E09000020,4,450,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01002878,43239.00
276,78.48009176,14.78662026,1,3,2,1,4,08:00,12,E09000020,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,2,E01002875,43266.00
277,78.51214606,14.69029968,1,3,2,1,6,12:00,12,E09000020,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002814,43261.00
278,78.57737336,14.77971545,1,3,2,1,2,04:22,12,E09000020,4,450,6,30,3,4,5,0,0,1,4,1,1,0,0,1,1,E01002905,43257.00
279,78.47616014,14.73265712,1,3,2,1,6,13:45,12,E09000020,3,4,6,30,6,2,4,325,0,5,1,1,1,0,0,1,1,E01002835,43261.00
280,78.49170806,14.67588605,1,3,2,1,4,22:35,12,E09000020,5,0,6,30,6,2,6,0,0,0,4,1,1,0,0,1,2,E01002895,43231.00
281,78.47974987,14.73120154,1,3,1,1,7,10:47,12,E09000020,3,4,3,30,3,4,3,4,0,4,1,1,1,0,0,1,1,E01002819,43262.00
282,78.55747894,14.76903097,1,3,2,1,2,21:15,12,E09000020,3,4,3,30,0,-1,-1,0,0,5,4,1,1,0,0,1,1,E01002814,43264.00
283,78.60541356,14.69379498,1,3,1,1,4,16:00,12,E09000020,6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01002877,43266.00
284,78.50441471,14.72828575,1,3,2,1,6,18:33,11,E09000013,4,412,6,30,3,4,4,412,0,0,1,2,2,0,0,1,1,E01002876,43254.00
285,78.63643436,14.7068718,1,3,2,1,3,19:40,12,E09000020,3,3220,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002840,43265.00
286,78.53629181,14.71105868,1,3,2,1,5,15:45,11,E09000013,3,3220,1,30,1,4,3,40,0,0,1,2,2,0,0,1,1,E01002877,43267.00
287,78.57744448,14.66574332,1,3,2,2,4,19:48,12,E09000020,3,315,3,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01002889,43266.00
288,78.51809195,14.68098776,1,3,1,1,4,10:10,12,E09000020,3,4,6,30,3,2,4,319,0,0,1,2,2,0,0,1,1,E01002819,43266.00
289,78.63146863,14.7590843,1,3,2,1,4,16:20,12,E09000020,5,0,6,30,6,2,4,319,0,5,1,1,1,0,0,1,2,E01002818,43266.00
290,78.52981934,14.76660078,1,3,3,1,2,09:10,12,E09000020,4,304,6,30,6,4,6,0,0,0,1,1,1,0,0,1,2,E01002914,43271.00
291,78.48806092,14.79040413,1,3,2,1,4,10:30,1,E09000033,3,315,3,30,7,2,3,4,0,0,1,2,2,0,0,1,1,E01004689,43266.00
292,78.47544959,14.7335497,1,3,3,1,2,12:13,12,E09000020,3,3220,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002840,43271.00
293,78.51424446,14.76544574,1,2,2,1,7,15:52,11,E09000013,3,3220,1,30,1,2,3,402,0,0,1,1,1,0,0,1,1,E01002873,43262.00
294,78.63263448,14.68221368,1,3,2,1,2,18:00,12,E09000020,4,304,6,30,3,2,3,3217,0,0,1,1,1,0,0,1,2,E01002914,43271.00
295,78.58434051,14.78476528,1,3,3,1,2,16:50,12,E09000020,3,3220,6,30,3,2,6,0,0,0,1,1,1,0,0,1,2,E01002841,43271.00
296,78.56507233,14.72774735,1,2,2,1,5,23:46,12,E09000020,3,3218,2,30,3,2,3,3218,0,0,4,1,1,0,0,1,1,E01002898,43267.00
297,78.60023333,14.69295855,1,3,2,1,5,16:20,11,E09000013,3,40,2,50,1,4,3,3220,0,0,1,2,2,0,0,1,1,E01002877,43267.00
298,78.50713514,14.66838776,1,3,3,2,5,08:58,12,E09000020,5,0,6,30,6,4,5,0,0,1,1,1,1,0,0,1,1,E01002886,43267.00
299,78.52376459,14.78478488,1,3,1,1,3,14:30,12,E09000020,3,3220,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002814,43272.00
300,78.63783856,14.75145227,1,3,1,1,3,15:37,12,E09000020,6,0,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01002870,43272.00
301,78.59327332,14.70024915,1,3,2,1,5,13:20,12,E09000020,4,450,6,30,6,4,5,0,0,0,1,2,2,0,0,1,1,E01002875,43267.00
302,78.60970802,14.69571563,1,3,2,1,2,10:34,12,E09000020,4,415,6,30,3,4,6,0,0,1,1,2,2,0,0,1,1,E01002883,43271.00
303,78.51079953,14.75427531,1,3,1,1,2,10:42,12,E09000020,5,0,2,30,6,4,6,0,0,4,1,1,1,0,0,1,1,E01002908,43271.00
304,78.48965821,14.72656662,1,3,1,1,2,11:05,12,E09000020,3,315,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002817,43271.00
305,78.46936852,14.66938889,1,3,2,1,6,01:43,12,E09000020,5,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01002831,43282.00
306,78.55689639,14.78242374,1,3,2,1,6,09:55,12,E09000020,3,4,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002814,43275.00
307,78.60087333,14.78340726,1,3,2,1,5,10:00,1,E09000033,3,4,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01004689,43281.00
308,78.55490165,14.72840825,1,3,2,1,6,13:43,12,E09000020,4,415,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002883,43275.00
309,78.55771901,14.80221565,1,3,1,1,3,07:12,12,E09000020,3,4,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002819,43272.00
310,78.54161986,14.69705483,1,3,2,3,5,12:50,12,E09000020,3,402,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002873,43274.00
311,78.63439045,14.65839125,1,3,1,1,5,23:53,12,E09000020,3,4,3,30,6,2,3,3220,0,5,4,1,1,0,0,1,1,E01002851,43274.00
312,78.4743251,14.77099798,1,3,2,1,3,19:30,12,E09000020,3,4,3,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01002819,43279.00
313,78.6301266,14.72254784,1,3,2,2,4,15:35,12,E09000020,6,0,2,30,6,4,6,0,0,0,1,2,2,0,0,1,1,E01002831,43280.00
314,78.47012294,14.70951832,1,3,1,1,4,07:05,12,E09000020,4,450,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002852,43280.00
315,78.62984631,14.77544846,1,2,2,2,4,11:30,12,E09000020,3,3217,6,30,3,4,5,0,0,1,1,1,1,0,0,1,2,E01002861,43252.00
316,78.5962481,14.66968795,1,3,2,1,5,11:50,12,E09000020,3,3220,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01002840,43274.00
317,78.61894948,14.66778696,1,3,2,1,2,13:20,12,E09000020,3,3220,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01002843,43271.00
318,78.5029841,14.7739841,1,3,2,1,2,07:40,12,E09000020,3,308,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01002912,43285.00
319,78.47169251,14.79088419,1,3,2,1,5,18:54,12,E09000020,3,315,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002889,43281.00
320,78.47963182,14.66667239,1,3,2,1,1,19:05,12,E09000020,5,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01002865,43284.00
321,78.6090894,14.69521069,1,3,2,1,1,17:30,12,E09000020,3,308,6,30,3,2,5,0,0,0,1,1,1,0,0,1,1,E01002913,43284.00
322,78.64246377,14.78980067,1,3,2,1,5,07:55,12,E09000020,3,4,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01002821,43281.00
323,78.63300268,14.68292814,1,3,2,1,2,10:50,12,E09000020,4,450,6,30,3,4,5,0,0,0,1,1,1,0,0,1,2,E01002852,43271.00
324,78.46977434,14.71538941,1,2,1,2,5,23:30,12,E09000020,3,3220,2,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01002893,43281.00
325,78.51827972,14.71925189,1,3,2,1,2,19:49,12,E09000020,3,315,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01002889,43257.00
326,78.49127783,14.7749603,1,3,2,1,4,23:36,12,E09000020,3,402,6,30,7,2,3,4206,0,5,4,1,2,0,0,1,1,E01002884,43280.00
327,78.55483725,14.75836431,1,3,2,1,3,18:30,12,E09000020,4,319,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01002863,43286.00
328,78.50241736,14.7203547,1,3,2,1,5,15:45,12,E09000020,4,450,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01002874,43281.00
329,78.62768177,14.76606565,1,3,1,1,5,02:00,12,E09000020,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01002872,43288.00
330,78.62746924,14.66079676,1,3,1,1,5,17:50,12,E09000020,3,3220,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01002814,43281.00
331,78.51025771,14.71864554,1,3,2,1,6,18:04,12,E09000020,6,0,6,20,3,4,3,304,0,1,1,2,2,0,0,1,1,E01002897,43282.00
332,78.64165765,14.79135592,1,3,2,2,5,19:48,12,E09000020,3,3216,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01002818,43295.00
333,78.49218747,14.75235812,1,2,2,1,6,13:01,12,E09000020,3,4,3,30,6,2,5,0,0,0,1,1,1,0,0,1,1,E01002835,43289.00
334,78.5570065,14.7282784,1,3,2,1,7,07:00,12,E09000020,6,0,2,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002856,43290.00
335,78.52693467,14.75035534,1,3,2,1,2,23:15,12,E09000020,3,4,6,30,3,2,5,0,0,0,4,1,1,0,0,1,2,E01002821,43292.00
336,78.60002982,14.72224332,1,3,2,1,7,18:05,12,E09000020,3,3216,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002818,43290.00
337,78.48493829,14.7683047,1,2,1,1,1,15:50,12,E09000020,3,3220,2,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01002840,43291.00
338,78.54929233,14.78308418,1,3,3,1,4,17:30,12,E09000020,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002902,43294.00
